time,Tair,RH,ludian
2023-08-23 17:00:00,9.202041625976554,60.3683471679688,35.4869167796883
2023-08-23 18:00:00,7.132097778320335,65.4800415039063,33.9937882846653
2023-08-23 19:00:00,8.443240966796889,68.560791015625,37.4071631991992
2023-08-23 20:00:00,6.826432495117167,74.3194580078125,36.651656843741
2023-08-23 21:00:00,6.054225463867166,75.2609252929688,35.6242801710886
2023-08-23 22:00:00,3.3890386962890533,81.884765625,33.0665686870307
2023-08-23 23:00:00,2.458636474609387,85.4080200195313,32.4712168535988
2023-08-24 00:00:00,1.8178118896484463,88.8336181640625,32.3103488526661
2023-08-24 01:00:00,1.474608764648444,89.8773193359375,31.989217519578
2023-08-24 02:00:00,1.2949633789062216,89.8544311523438,31.6630263273193
2023-08-24 03:00:00,1.1930749511718888,90.2786254882813,31.5980322875495
2023-08-24 04:00:00,1.2788757324218893,90.1321411132813,31.7107151513414
2023-08-24 05:00:00,1.303007202148443,91.241455078125,32.056621860469
2023-08-24 06:00:00,1.3271386718750005,90.8920288085938,32.0045829915073
2023-08-24 07:00:00,1.2252502441406123,93.084716796875,32.413812647211
2023-08-24 08:00:00,2.0457202148437204,89.6621704101563,32.9465167146795
2023-08-24 09:00:00,1.9840509033203326,89.1342163085938,32.6899042422644
2023-08-24 10:00:00,2.4210986328125017,91.1712646484375,34.0317710796046
2023-08-24 11:00:00,3.895799560546887,88.0325317382813,35.776741293274
2023-08-24 12:00:00,5.662759399414057,80.3817749023438,36.6014243521472
2023-08-24 13:00:00,6.732587890625,68.4188842773438,34.4056928709155
2023-08-24 14:00:00,7.5450140380859425,66.9418334960938,35.2566110565279
2023-08-24 15:00:00,5.0380224609374995,74.0951538085938,33.4626118194098
2023-08-24 16:00:00,5.062153930664056,72.7401733398438,33.044638548367
2023-08-24 17:00:00,5.0380224609374995,72.369384765625,32.8755582593087
2023-08-24 18:00:00,5.702978515625001,76.165771484375,35.3123301812795
2023-08-24 19:00:00,4.981715698242167,86.1282348632813,37.1497776288798
2023-08-24 20:00:00,3.997687988281279,87.8402709960938,35.9025423913152
2023-08-24 21:00:00,4.2953094482421665,86.5585327148438,36.0595851927776
2023-08-24 22:00:00,4.920046386718724,75.7003784179688,33.7920456041485
2023-08-24 23:00:00,4.499086303710946,82.40966796875,35.1821936912118
